ID,Language_ID,Primary_Text,Morphemes,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comments,Text_ID,Part_of_Speech,wPOS,Other_Translation
27,lez,"Са юкъуз зал очередь атана , жи хсуси хперин очередь атана фена чун гьутӀа яргъаз рукариз .","са	юкъ -у -з	за -л	очередь	атана	,	жи	хсуси	хпер -и -н	очередь	атана	фе -на	чун	гьутӀа	яргъа -з	рукар -из	.","са	юкъ -ди -з	за -л	очередь	атана	,	жи	хсуси	хпер -ди -н	очередь	атана	фе -на	чун	гьутӀа	яргъа -з	рукарай -з	.","one	~~~ OBL DAT	1sg.ERG SPSS	herd	came	,	our	special	sheep ERG GEN	herd	came	go AOR	1pl.abs	that.	far DAT	forests.through DAT	.","one day it was my turn to go to pasture, our special turn and we went to that forest in far from here.",en,"1st person true story, embedded in a conversation",Wolves attacked / 05 Жанавурри гьужумна,cardnum	n n:(OBLIQUEstem) n:(CASE)	pers n:(CASE)	n	Vnf	punct	poss	n	n n:(OBLIQUEstem) n:(CASE)	n	Vnf	v v:TAM1	pro	dem	adv n:(CASE)	n n:(CASE)	punct,cardnum n pro n Vnf punct pro adj n n Vnf Vnf pro pro adv n punct,~~~
28,lez,Ана вегьши гьайванар авай - жанавурар .,ана	вегьши	гьайван -ар	ава -й	~~~	жанавур -ар	.,ана	вегьши	гьайван -ар	ава -й	~~~	жанавур -ар	.,there	wild	animal PL	is PST	~~~	wolk PL	.,There were wild animals... wolves.,en,"1st person true story, embedded in a conversation",Wolves attacked / 05 Жанавурри гьужумна,adv	adj	n n:(PLURAL)	v cop:(TAM)	~~~	n n:(PLURAL)	punct,adv adj n v ~~~ n punct,~~~
29,lez,И жанавурри гьужумна завай хпер къакъудна са яхцӀур гьайван .,и	жанавур -ри	гьужум -на	за -в -яй	хпер	къакъуд -на	са	яхцӀур	гьайван	.,и	жанавур -ди	гьужум -на	за -в -ай	хпер	къакъудна -на	са	яхцӀур	гьайван	.,this	wolk ERG	attack AOR	1sg.ERG AD EL	sheep	removing.AOC AOR	one	fourty	animal	.,The wolves attacked me and took  forty sheep from me.,en,"1st person true story, embedded in a conversation",Wolves attacked / 05 Жанавурри гьужумна,dem	n n:(OBLIQUEstem)	n v:TAM1	pers n:(CASE) n:(CASE2)	<NotSure>	Vnf v:TAM1	cardnum	num	n	punct,dem n v pro n v cardnum num n punct,~~~
30,lez,"И гьаванарни завай мад а жанавуррин виликай къахчуз тахьана , амай гьайванар гваз атана зун гьагъадал , рекъин къирехдиз .","и	гьаван -ар -ни	за -в -яй	мад	а	жанавур -р -и -н	вилик -ай	къахчу -з	тахьана	,	ама -ай	гьайван -ар	гваз	атана	зун	гьагъа -да -л	,	рекъ -и -н	къирех -ди -з	.","и	гьаван -ар -ни	за -в -ай	мад	а	жанавур -ай -ди -н	вилик -ай	~~~ -з	тахьана	,	ама -ай	гьайван -ар	гваз	атана	зун	~~~ -е -л	,	рекъ -ди -н	~~~ -ди -з	.","this	animal PL Q	1sg.ERG AD EL	more	that	wolk AOP ERG GEN	before INELAT	~~~ INF	could't	,	he AOP	animal PL	with	came	1sg.abs	~~~ INESS SPSS	,	way,.road ERG GEN	~~~ DIR DAT	.","I couldn't take all those sheep from wolves, so I took the rest of sheep... and I came down, to the road side.",en,"1st person true story, embedded in a conversation",Wolves attacked / 05 Жанавурри гьужумна,dem	<NotSure> n:(PLURAL) v:(YN)	pers n:(CASE) n:(CASE2)	adj	<NotSure>	<NotSure> v:TAM1 n:(OBLIQUEstem) n:(CASE)	adv n:(OBLIQUEstem)	~~~ v:TAM1	v	punct	pro v:TAM1	n n:(PLURAL)	prep	Vnf	pers	~~~ n:(OBLIQUEstem) n:(CASE)	punct	n n:(OBLIQUEstem) n:(CASE)	~~~ n:(CASE2) n:(CASE)	punct,dem n pro adj dem n adv v v punct v n prep Vnf pers adv punct n adv punct,~~~
31.1,lez,"Автобусда чи халкь аваз и халкьдиз , жамаатдиз за хагьишна ки чан жамаатар , зав куьмек агакьара .","автобус -да	чи	халкь	ава -з	и	халкь -ди -з	,	жамаат -ди -з	за	хагьиш -на	ки	чан	жамаат -ар	,	зав	куьмек	агакьар -а	.","автобус -е	чи	халкьдизни	ава -з	и	~~~ -ди -з	,	жемятар -ди -з	за	~~~ -на	ки	чан	~~~ -ар	,	зав	куьмек	~~~ -ди	.","bus INESS	1pl.gen	people.to.also	is DAT	this	~~~ DIR DAT	,	people DIR DAT	1sg.ERG	~~~ AOR	that	dear	~~~ PL	,	me	help	~~~ ERG	.","There were our people in the bus... I asked those people, ""Dear people, please help me.",en,"1st person true story, embedded in a conversation",Wolves attacked / 05 Жанавурри гьужумна,n n:(OBLIQUEstem)	pro	n	v n:(CASE)	dem	~~~ n:(CASE2) n:(CASE)	punct	n n:(CASE2) n:(CASE)	pers	~~~ v:TAM1	subordconn	n	~~~ n:(PLURAL)	punct	<NotSure>	n	~~~ n:(OBLIQUEstem)	punct,n pro n Vnf dem n punct n pers v subordconn n n punct pro n v punct,~~~
31.2,lez,Жанавур атана и гьайванар къачуна гваз фенава амайбурни за агъана чи муькъве авай станциядал туна .,жанавур	атана	и	гьайван -ар	къачу -на	гваз	фе -нва	амайбур -ни	за	агъа -на	чи	муькъве	ава -ай	станция -да -л	туна	.,жанавур	атана	и	гьайван -ар	къачу -на	гваз	фе -нва	~~~ -ни	за	~~~ -на	чи	~~~	ава -ай	станция -е -л	туна	.,wolk	came	this	animal PL	take AOR	with	go PERF	~~~ Q	1sg.ERG	~~~ AOR	1pl.gen	~~~	is AOP	station INESS SPSS	put	.," Wolf attacked me and took the sheep.""  And I put the rest of the sheep in the station at our bridge.",en,"1st person true story, embedded in a conversation",Wolves attacked / 05 Жанавурри гьужумна,<NotSure>	Vnf	dem	n n:(PLURAL)	v v:TAM1	prep	v v:TAM1	~~~ v:(YN)	pers	~~~ v:TAM1	pro	~~~	v v:TAM1	n n:(OBLIQUEstem) n:(CASE)	<NotSure>	punct,n Vnf dem n v prep v n pers v pro v ptcp n v punct,~~~
31.3,lez,Зун элкъвена фена мадни чуьдиз .,зун	элкъве -на	фе -на	мад -ни	чуь -ди -з	.,зун	элкъвез -на	фе -на	мад -ни	чуь -ди -з	.,1sg.abs	turns AOR	go AOR	more FOC	your DIR DAT	.,I returned to the filed. ,en,"1st person true story, embedded in a conversation",Wolves attacked / 05 Жанавурри гьужумна,pers	<NotSure> v:TAM1	v v:TAM1	adj Attachestoanycategory	n n:(CASE2) n:(CASE)	punct,pers v v prep n punct,~~~
31.4,lez,и гьайванарин чуьгъвена эквез .,и	гьайван -ар -и -н	чуьгъвена	экве -з	.,и	гьаван -ар -ди -н	чуьгъвена	экве -з	.,this	animal PL ERG GEN	after	look.after DAT	.,And I looked after those sheep.,en,"1st person true story, embedded in a conversation",Wolves attacked / 05 Жанавурри гьужумна,dem	<NotSure> n:(PLURAL) n:(OBLIQUEstem) n:(CASE)	prep	<NotSure> n:(CASE)	punct,dem n prep v punct,~~~
32.1,lez,"къевизни экъвена чун , пакани къуншиярни галаз фена , экъвена гьанара .","къевиз -ни	экъве -на	чун	,	пака -ни	къунши -яр -ни	гала -з	фе -на	,	экъве -на	гьана ра	.","къевиз -ни	экъве -на	чун	,	пака -ни	къунши -ар -ни	~~~ -з	фе -на	,	экъве -на	гьана ~~~	.","this.night FOC	walk AOR	1pl.abs	,	tomorrow Q	neighbor PL FOC	with DAT	go AOR	,	walk AOR	there ~~~	.",We looked after them that night and tomorrow our neighbours hepled us.,en,"1st person true story, embedded in a conversation",Wolves attacked / 05 Жанавурри гьужумна,adv Attachestoanycategory	<NotSure> v:TAM1	pro	punct	adv v:(YN)	<NotSure> n:(PLURAL) Attachestoanycategory	<NotSure> n:(CASE)	v v:TAM1	punct	<NotSure> v:TAM1	dem ~~~	punct,adv v pro punct adv n subordconn Vnf punct v adv punct,~~~
32.2,lez,И гьайванар якьурна зурар агъана чна зурарни жанавурди эляна гьанара туьна .,и	гьайван -ар	якьур -на	зур -ар	агъана	чна	зур -ар -ни	жанавур -ди	эля -на	гьана ра	туьна	.,и	гьайван -ар	якьур -на	зур -ар	агъана	чна	зур -ар -ни	жанавур -ди	элягъна -на	гьана ~~~	тӀуьна	.,this	animal PL	found AOR	half PL	brought	1pl.erg	half PL FOC	wolk DIR	taking.off.AOC AOR	there ~~~	ate	.,"we found a half of them and brought back, another half was eaten by wolf.",en,"1st person true story, embedded in a conversation",Wolves attacked / 05 Жанавурри гьужумна,dem	n n:(PLURAL)	<NotSure> v:TAM1	<NotSure> n:(PLURAL)	v	pro	<NotSure> n:(PLURAL) Attachestoanycategory	<NotSure> n:(CASE2)	Vnf v:TAM1	dem ~~~	v	punct,dem n v n v pro n n v adv v punct,~~~
32.3,lez,Гьадисеяр екебур хьана гьанара .,гьадисе -яр	еке -бур	хьа -на	гьана ра	.,гьадисе -ар	еке -бур	хьа -на	гьана ~~~	.,happening PL	great ABS.PL	happened AOR	there ~~~	.,It was a big incident happened there.,en,"1st person true story, embedded in a conversation",Wolves attacked / 05 Жанавурри гьужумна,n n:(PLURAL)	adj proform:Any	v v:TAM1	dem ~~~	punct,n adj v adv punct,~~~
33,lez,( А жамаатдин хипер сонра элкъуьрнин вуна ?),(	А	жамаат -ди -н	хипер	сонра	элкъуьр -ни -н	вун -а	?),(	А	жемятар -ди -н	хипер	сонра	элкъуьр -ни -н	вун -ди	?),(	that	people DIR GEN	sheep	after	give.back FOC GEN	2sg.abs ERG	?),Did you give back sheep to those people?,en,"1st person true story, embedded in a conversation",Wolves attacked / 05 Жанавурри гьужумна,punct	dem	n n:(CASE2) n:(CASE)	n	adv	<NotSure> Attachestoanycategory n:(CASE)	pers n:(OBLIQUEstem)	punct,punct dem n n adv v pro punct,~~~
34,lez,Жамаатди заз пара хъсан гуьрметарна .,жамаат -ди	за -з	пара	хъсан	гуьрмет -ар -на	.,жемятар -ди	за -з	пара	хъсан	гьуьрметин -ар -на	.,people DIR	1sg.ERG DAT	very	good	respect.do PL AOR	.,People were very kind to me.,en,"1st person true story, embedded in a conversation",Wolves attacked / 05 Жанавурри гьужумна,n n:(CASE2)	pers n:(CASE)	adv	adj	v n:(PLURAL) v:TAM1	punct,n pers adv adj n punct,~~~
35,lez,Ибури бахшайбур пара хьана .,и -бур и	бахшай -бур	пара	хьа -на	.,и -бур и	бахшай -бур	пара	хьун -на	.,this ABS.PL ergative	over.look ABS.PL	very	be AOC	.,Most of them overlooked me.,en,"1st person true story, embedded in a conversation",Wolves attacked / 05 Жанавурри гьужумна,dem proform:Any <NotSure>	<NotSure> proform:Any	adv	v v:TAM1	punct,pro v adv v punct,~~~
36,lez,"Текче са юлдашди , и юлдашди са гьайван къачуна .","текче	са	юлдаш -ди	,	и	юлдаш -ди	са	гьайван	къачу -на	.","тек	са	юлдаш -ди	,	и	юлдаш -ди	са	гьайван	къачу -на	.","only	one	friend DIR	,	this	friend DIR	one	animal	take AOR	.",Only one man wanted his sheep back... ,en,"1st person true story, embedded in a conversation",Wolves attacked / 05 Жанавурри гьужумна,adj	cardnum	n n:(CASE2)	punct	dem	n n:(CASE2)	cardnum	n	v v:TAM1	punct,adj cardnum n punct dem n cardnum n v punct,~~~
37.1,lez,Амай жамаатдилай Аллагь рази хьуй .,ама -ай	жамаат -ди -л -ай	Аллагь	рази	хьуй	.,ама -ай	жемятар -ди -л -ай	Аллагь	рази	хьуй	.,he AOP	people DIR SPSS INELAT	Allah	agree	let.it.be.OPT	.,And may God bless the others.,en,"1st person true story, embedded in a conversation",Wolves attacked / 05 Жанавурри гьужумна,pro v:TAM1	n n:(CASE2) n:(CASE) n:(OBLIQUEstem)	n	adj	v	punct,adj n nprop adj v punct,~~~
37.2,lez,Чох~сагъол абуриз .,Чох.сагъол	абур -и -з	.,Чох.сагъол	абур -ди -з	.,THANK.YOU	they ERG DAT	.,I show my gratitude to them.,en,"1st person true story, embedded in a conversation",Wolves attacked / 05 Жанавурри гьужумна,interj	pers n:(OBLIQUEstem) n:(CASE)	punct,interj pro punct,~~~
37.3,lez,Хъсан жи къайгъудик амукьна заз еке тир хъсанвилер къалурна жамаатдин патай .,хъсан	жи	къайгъу -ди -к	амукь -на	за -з	еке	тир	хъсанвилер	къалур -на	жамаат -ди -н	пата -ай	.,хъсан	жи	къайгъу -ди -к	амукьун -на	за -з	еке	тир	хъсанвилер	къалурун -на	жемятар -ди -н	пата -ай	.,good	our	took.care DIR SBSS	remain AOR	1sg.ERG DAT	great	was	favours	show AOR	people DIR GEN	side.on AOP	.,They took care of me and were very kind to me.,en,"1st person true story, embedded in a conversation",Wolves attacked / 05 Жанавурри гьужумна,adj	poss	<NotSure> n:(CASE2) n:(CASE)	v v:TAM1	pers n:(CASE)	adj	v	<NotSure>	v v:TAM1	n n:(CASE2) n:(CASE)	n v:TAM1	punct,adj pro v Vnf pers adj v n Vf n n punct,~~~
38.1,lez,"Зани абурин кеф гьич вахтинда , исяатни хан тийиз .","за -ни	абур -и -н	кеф	гьич	вахт -и -н -да	,	исяат -ни	хан	тийи -з	.","за -ни	абур -ди -н	кеф	гьич	вахт -ди -н -е	,	гила -ни	хан	тийин -з	.","1sg.ERG FOC	they ERG GEN	mood	never	time ERG GEN INESS	,	now FOC	break	don't INF	.","I was always kind to them, even now...",en,"1st person true story, embedded in a conversation",Wolves attacked / 05 Жанавурри гьужумна,pers Attachestoanycategory	pers n:(OBLIQUEstem) n:(CASE)	<NotSure>	adv	n n:(OBLIQUEstem) n:(CASE) n:(OBLIQUEstem)	punct	adv Attachestoanycategory	<NotSure>	v v:TAM1	punct,pro poss n adv n punct adv v v punct,~~~
38.2,lez,Абуриз гьамиша зун миннетдар яз экъвезва гьабурихъ галаз .,абур -и -з	гьамиша	зун	миннетдар	яз	экъве -зва	гьабур -и -хъ	гала -з	.,абур -ди -з	гьамиша	зун	миннетдар	яз	экъве -зва	гьабур -ди -хъ	~~~ -з	.,they ERG DAT	always	1sg.abs	grateful	was	walk IMPF	them ERG POESS	with DAT	.,I always show my gratitude to them.,en,"1st person true story, embedded in a conversation",Wolves attacked / 05 Жанавурри гьужумна,pers n:(OBLIQUEstem) n:(CASE)	adv	pers	n	cop	<NotSure> v:TAM1	pro n:(OBLIQUEstem) n:(CASE)	<NotSure> n:(CASE)	punct,pro adv pers adj v v pro subordconn punct,~~~
40,lez,"( Шуьбяддин , вун гила ви гьаятдилай рази яни ?)","(	Шуьбяддин	,	вун	гила	ви	гьаятдилай	рази	я ни	?)","(	Шуьбяддин	,	вун	гила	ви	гьаятдилай	рази	я ни	?)","(	Shubyaddin	,	2sg.abs	now	2sg.gen	life.from	agree	cop which	?)","Shahbuddin, are you satisfied of your life?",en,"1st person true story, embedded in a conversation",Wolves attacked / 05 Жанавурри гьужумна,punct	n	punct	pers	adv	pro	n	adj	n interrog	punct,punct n punct pers adv pro n adj v punct,~~~
41,lez,"Зун ... гила Аллагьдиз шуькуьр хьуй , чи чӀехи Аллагь бубадиз , гьелелик чун хъсандик гьаятда яшамиш жезва ...","зун	...	гила	Аллагь -ди -з	шуькуьр	хьуй	,	чи	чӀехи	Аллагь	буба -ди -з	,	гьелелик	чун	хъсан -ди -к	гьаят -да	яшамиш	же зва	...","зун	...	гила	Аллагь -ди -з	шуькуьр	хьуй	,	чи	чӀехи	Аллагь	буба -ди -з	,	гьелелик	чун	хъсан -ди -к	гьаят -е	яшамиш	~~~ ~~~	...","1sg.abs	...	now	Allah DIR DAT	thanks	let.it.be.OPT	,	1pl.gen	great	Allah	grandfather DIR DAT	,	still	1pl.abs	good DIR SBSS	life INESS	live	~~~ ~~~	...","Thanks to God, I'm ok now, we live good life.",en,"1st person true story, embedded in a conversation",Wolves attacked / 05 Жанавурри гьужумна,pers	punct	adv	n n:(CASE2) n:(CASE)	<NotSure>	v	punct	pro	adj	n	n n:(CASE2) n:(CASE)	punct	<NotSure>	pro	adj n:(CASE2) n:(CASE)	<NotSure> n:(OBLIQUEstem)	v	~~~ ~~~	punct,pers punct adv n n v punct pro adj nprop n punct adv pro adv n v v punct,~~~
42,lez,заз гила кӀвале са свасни ава .,за -з	гила	кӀвал -е	са	свас -ни	ава	.,за -з	гила	кӀвал -е	са	свас -ни	ава	.,1sg.ERG DAT	now	house INESS	one	wife FOC	cop	.,I have a daughter-in-law at home.,en,"1st person true story, embedded in a conversation",Wolves attacked / 05 Жанавурри гьужумна,pers n:(CASE)	adv	n n:(OBLIQUEstem)	cardnum	n Attachestoanycategory	v	punct,pers adv n cardnum n v punct,~~~
43.1,lez,Рази яни вун гьабурилай ?,рази	я -ни	вун	гьабур -и -ла -ай	?,рази	я -ни	вун	гьабур -ди -ла -ай	?,agree	cop FOC	2sg.abs	them ERG TEMP AOP	?,,en,"1st person true story, embedded in a conversation",Wolves attacked / 05 Жанавурри гьужумна,adj	n Attachestoanycategory	pers	pro n:(OBLIQUEstem) v:(TAM2) v:TAM1	punct,adj v pers pro punct,~~~
43.2,lez,-Я .,~~~	.,~~~	.,~~~	.,"are you happy with them?-Yes, I am.",en,"1st person true story, embedded in a conversation",Wolves attacked / 05 Жанавурри гьужумна,~~~	punct,~~~ punct,~~~
44,lez,Аялни ава .,аял -ни	ава	.,аял -ни	ава	.,child FOC	cop	.,I have a child.,en,"1st person true story, embedded in a conversation",Wolves attacked / 05 Жанавурри гьужумна,n Attachestoanycategory	v	punct,n v punct,~~~
45,lez,"Хтуларни ава , са пуд хтулни ава заз .","хтул -яр -ни	ава	,	са	пуд	хтул -ни	ава	за -з	.","хтул -ар -ни	ава	,	са	пуд	хтул -ни	ава	за -з	.","grandchild PL FOC	cop	,	one	three	grandchild FOC	cop	1sg.ERG DAT	.",I have grandchildren.,en,"1st person true story, embedded in a conversation",Wolves attacked / 05 Жанавурри гьужумна,n n:(PLURAL) Attachestoanycategory	v	punct	cardnum	num	n Attachestoanycategory	v	pers n:(CASE)	punct,n v punct cardnum num n v pers punct,~~~
46,lez,"И хтуларни захъ галаз ацукьна санал фу нез , къарагъиз .","и	хтул -яр -ни	за -хъ	гала -з	ацукь -на	санал	фу	нез	,	къарагъ -из	.","и	хтул -ар -ни	за -хъ	~~~ -з	ацукьна -на	санал	фу	нез	,	къарагъ -з	.","this	grandchild PL FOC	1sg.ERG POESS	with DAT	sitting.down.AOC AOR	together	bread	eat	,	stand INF	.","and my grandchildren sit with me at the table, we eat together.",en,"1st person true story, embedded in a conversation",Wolves attacked / 05 Жанавурри гьужумна,dem	n n:(PLURAL) Attachestoanycategory	pers n:(CASE)	<NotSure> n:(CASE)	Vnf v:TAM1	adv	n	<NotSure>	punct	v v:TAM1	punct,dem n pro subordconn Vnf adv n v punct v punct,~~~
47,lez,"Хъсандик , гьурметдик яшамиш жезва .","хъсан -ди -к	,	гьурмет -ди -к	яшамиш	же -зва	.","хъсан -ди -к	,	гьурмет -ди -к	яшамиш	~~~ -зва	.","good DIR SBSS	,	respect DIR SBSS	live	~~~ IMPF	.",We live very good and respect one another.,en,"1st person true story, embedded in a conversation",Wolves attacked / 05 Жанавурри гьужумна,adj n:(CASE2) n:(CASE)	punct	<NotSure> n:(CASE2) n:(CASE)	v	~~~ v:TAM1	punct,adv punct n v v punct,~~~
1.1,lez,Бебир халу .,бебир	халу	.,бебир	халу	.,Bebir	uncle	.,Uncle Bebir,en,true story,You know better / 06 Ваз хъсан чида,nprop	n	punct,nprop n punct,~~~
1.2,lez,Кьуьзуь са итем .,кьуьзуь	са	итем	.,кьуьзуь	са	итем	.,old	one	man	.,An old man,en,true story,You know better / 06 Ваз хъсан чида,adj	cardnum	n	punct,adj cardnum n punct,~~~
1.3,lez,Мектебдин кьарас затӀ игъидай сад тир .,мектеб -ди -н	кьарас	затӀ	игъи -да -й	сад	тир	.,мектеб -ди -н	кьарас	затӀ	игъин -да -й	сад	тир	.,school DIR GEN	wood	thing	putting ENT PST	one	was	.,He was the one who was carring wood and things like this for school,en,true story,You know better / 06 Ваз хъсан чида,n n:(CASE2) n:(CASE)	n	n	v v:TAM1 cop:(TAM)	num	v	punct,n n n ptcp num v punct,~~~
1.4,lez,Кьуьзуь итем тир ма .,кьуьзуь	итем	тир	ма	.,кьуьзуь	итем	тир	ма	.,old	man	~~~	you.know	.,He was just an old man,en,true story,You know better / 06 Ваз хъсан чида,adj	n	~~~	prt	punct,adj n v prt punct,~~~
1.5,lez,Гьа-гьада теминзавайтир .,Гьа гьа -да	темин -зава -й -тир	.,гьа гьа -е	темин -зва -й -тир	.,"that,.the.same that,.the.same INESS	~~~ IMPF PST ~~~	.",He was providing school with this,en,true story,You know better / 06 Ваз хъсан чида,dem dem n:(OBLIQUEstem)	v v:TAM1 cop:(TAM) Attachestoanycategory	punct,v ptcp punct,~~~
1.6,lez,Са джуьт яцар гвайтир .,са	джуьт	яцар	гва -ай тир	.,са	джуьт	яцар	гва -ай ~~~	.,one	pair	bulls	have AOP ~~~	.,He had a couple of bulls,en,true story,You know better / 06 Ваз хъсан чида,cardnum	n	n	v v:TAM1 ~~~	punct,cardnum n n v punct,~~~
1.7,lez,Мектебдиз жи девирда гьада кьарас игьизвай тир гьамиша .,мектеб -ди -з	жи	девирда	гьа -да	кьарас	игьи -зва -й	тир	гьамиша	.,мектеб -ди -з	жи	девирда	гьа -е	кьарас	игьизвай -зва -й	тир	гьамиша	.,school DIR DAT	our	time.in	today INESS	wood	bring.IMPF.PTP IMPF PST	~~~	always	.,In our yourth he was always bringing wood to our school,en,true story,You know better / 06 Ваз хъсан чида,n n:(CASE2) n:(CASE)	poss	n	adv n:(OBLIQUEstem)	n	<NotSure> v:TAM1 cop:(TAM)	~~~	adv	punct,n poss n pro n ptcp v adv punct,~~~
1.8,lez,Им са мелимди гваз фена векьиз .,им	са	мелимди	гваз	фе -на	векь -и -з	.,им	са	мелимди	гваз	фе -на	векьер -ди -з	.,he	one	teacher	with	go AOR	hay ERG DAT	.,One day a teacher took him to haymowing,en,true story,You know better / 06 Ваз хъсан чида,pro	cardnum	n	prep	v v:TAM1	n n:(OBLIQUEstem) n:(CASE)	punct,pro cardnum n prep n n punct,~~~
1.9,lez,"Мелимди маставай маса къачунвай векьер хьана , тхвана мелимди « бебир халу , векьер игъин чна фена », - лагьана .","мелимди	маставай	маса	къачу -нва -й	векь -ер	хьа -на	,	тхва -на	мелимди	«	бебир	халу	,	векьер	игъин	чна	фе -на	»,	~~~	лагьа -на	.","мелимди	маставай	маса	къачу -нва -й	векьер -ер	хьа -на	,	тхва -на	мелимди	«	бебир	халу	,	векьер	игъин	чна	фе -на	»,	~~~	лагьа -на	.","teacher	another.from	other	take PERF PST	hay PL	happened AOR	,	take AOR	teacher	«	Bebir	uncle	,	hay	to.bring	1pl.erg	go AOR	»,	~~~	say AOR	.",The teacher bought grass and asked uncle Bebir to bring the grass for him,en,true story,You know better / 06 Ваз хъсан чида,n	n	adj	v v:TAM1 cop:(TAM)	n Attachestoanycategory	v v:TAM1	punct	v v:TAM1	n	punct	nprop	n	punct	n	v	pro	v v:TAM1	punct	~~~	v v:TAM1	punct,n n adj v n v punct v n punct nprop n punct n v pro n punct ~~~ v punct,~~~
1.10,lez,"Тхвана и пата са сагьедиз , масадан векьер я ма .","тхва -на	и	пата	са	сагьедиз	,	маса -да -н	векьер	я	ма	.","тхва -на	и	пата	са	сагьедиз	,	маса -е -н	векьер	я	ма	.","take AOR	this	side.on	one	field.to	,	sell INESS GEN	hay	~~~	you.know	.","He brought him to a field, to another man's field",en,true story,You know better / 06 Ваз хъсан чида,v v:TAM1	dem	n	cardnum	n	punct	v n:(OBLIQUEstem) n:(CASE)	n	~~~	prt	punct,v dem n cardnum n punct adj n v prt punct,~~~
1.11,lez,"Ада егьез хьана маркинлай , идани эцекна .","ада	егьез	хьа -на	маркинлай	,	ида -ни	эцек -на	.","ада	егьез	хьа -на	маркинлай	,	~~~ -ни	эцек -на	.","he	to.put	happened AOR	hay.stock.from	,	him.to FOC	put AOR	.","He was throwing the hey from hay stack to old man, and old man put it on the plough",en,true story,You know better / 06 Ваз хъсан чида,pro	v	v v:TAM1	n	punct	pro Attachestoanycategory	v v:TAM1	punct,pro v v n punct pro v punct,~~~
1.12,lez,"АкуртӀа , гъел ахкъач хьана хъсандик .","акур -тӀа	,	гъел	ахкъа -ч	хьа	хъсан -ди -к	.","акур -тӀа	,	гъел	~~~ -ч	хьа	хъсан -ди -к	.","seen COND	,	plough	rise NEG	happened	good DIR SBSS	.","He saw, that the plough is over fulled",en,true story,You know better / 06 Ваз хъсан чида,v v:(YN)	punct	n	v v:(TAM2)	v	adj n:(CASE2) n:(CASE)	punct,v punct n v v adv punct,~~~
1.13,lez,"« Гьа , Бебир халу , - лагьана , - беса ?","«	Гьа	,	Бебир	халу	,	~~~	лагьа -на	,	~~~	бес -а	?","«	~~~	,	Бебир	халу	,	~~~	лагьа -на	,	~~~	бес -ди	?","«	Yes	,	Bebir	uncle	,	~~~	say AOR	,	~~~	but ERG	?","He asked:""Uncle Bebir, is it enough?""",en,true story,You know better / 06 Ваз хъсан чида,punct	prt	punct	n	n	punct	~~~	v v:TAM1	punct	~~~	prt n:(OBLIQUEstem)	punct,punct adv punct n n punct ~~~ v punct ~~~ adv punct,~~~
1.14,lez,- лагьана ».,~~~	лагьа -на	».,~~~	лагьа -на	».,~~~	say AOR	».,He asked,en,true story,You know better / 06 Ваз хъсан чида,~~~	v v:TAM1	punct,~~~ v punct,~~~
1.15,lez,И гъел эцикзавайди Бебир халу хьана .,и	гъел	эцик -зва -й -ди	Бебир	халу	хьа -на	.,и	гъел	эцикзавайди -зва -й -ди	Бебир	халу	хьа -на	.,this	plough	who.was.putting IMPF PST SBST	Bebir	uncle	happened AOR	.,A person who was putting the plough was uncle Bebir.,en,true story,You know better / 06 Ваз хъсан чида,dem	n	ptcp v:TAM1 cop:(TAM) v:(TAM2)	n	n	v v:TAM1	punct,dem n pro n n v punct,~~~
1.16,lez,"Ида лагьана « Ваз хъсан чида , чан хва », - лагьана .","ида	лагьа -на	«	ва -з	хъсан	чи -да	,	чан	хва	»,	~~~	лагьа -на	.","~~~	лагьа -на	«	ва -з	хъсан	чи -е	,	чан	хва	»,	~~~	лагьа -на	.","him.to	say AOR	«	2sg DAT	good	know INESS	,	dear	son	»,	~~~	say AOR	.","He said:"" you know beter, my son""",en,true story,You know better / 06 Ваз хъсан чида,pro	v v:TAM1	punct	proform n:(CASE)	adj	v n:(OBLIQUEstem)	punct	adj	n	punct	~~~	v v:TAM1	punct,pro v punct pro adj v punct adj n punct ~~~ v punct,~~~
1.17,lez,"Ваз хъсан чида , лагьана , эцекна .","ва -з	хъсан	чи -да	,	лагьа -на	,	эцек -на	.","ва -з	хъсан	чи -е	,	лагьа -на	,	эцек -на	.","2sg DAT	good	know INESS	,	say AOR	,	put AOR	.","He just said :""you know better""",en,true story,You know better / 06 Ваз хъсан чида,proform n:(CASE)	adj	v n:(OBLIQUEstem)	punct	v v:TAM1	punct	v v:TAM1	punct,pro adj v punct v punct v punct,~~~
1.18,lez,"Ада мад егьезава , пулдалди къачунвай шей я хир .","ада	мад	егье -зва	,	пулдал -ди	къачу -нва -й	шей	я	хир	.","ада	мад	егьезава -зва	,	пулдалди -ди	къачу -нва -й	шей	я	хир	.","he	more	is.putting IMPF	,	by.money DIR	take PERF PST	thing	~~~	is	.","He puts more hay, because he bought it.",en,true story,You know better / 06 Ваз хъсан чида,pro	adj	v v:TAM1	punct	adv n:(CASE2)	v v:TAM1 cop:(TAM)	n	~~~	<NotSure>	punct,pro adj v punct adv v n v ~~~ punct,~~~
