ID,Language_ID,Primary_Text,Morphemes,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Text_ID,Part_of_Speech,wPOS,Russian_Translation
19-13,dido1241,Sida quł esnazas barubi urɣizi roqno sisxolisini žedaz xedyozas esiy zeroqozo cugumäɣor kuranix.,,sida	qu-ł	esyu-bi-s	baru-bi	urɣizi	r-oq-n	sisxolisi-ni	žeda-az	xediw-bi-s	esyu	zeru-q-zo	cugu-aɣor	kur-ani-x,one.OBL	day-CONT.ESS	brother-PL-GEN1	wife-PL	thinking	II.PL-become-PFV.CVB	lonely-DEF	DEM1.IIPL.OBL-IN.ESS.DIST	husband-PL-GEN1	sister	bouza-POSS.ESS-ATTR.OBL	barrel-IN.VERS	throw-MSD-AD.ESS,"One day, the brothers' wives planned to throw their husbands' lonely sister into a barrel of bouza.",stan1293,,19,num	n4-nsuf	n1-nsuf-nsuf	n2-nsuf	comp	pref-v-vsuf	adj-suf	pron-nsuf	n1-nsuf-nsuf	n2	n3-nsuf-suf	n4-nsuf	v-deriv-nsuf,,"В один день жены братьев сговорились, одинокую сестру их мужей бросить в бочку от бузы."
19-14,dido1241,"Bełiƛ’ esnabi bäk’äsi yałzay, eɣeni esiwz bara k’orin boyn nazon q’ˤidan ričin bac’ƛ’oräy, Umukusez haqa bašiqˤoy šišin, k’ori boyƛ’orey eɣeni esiwz baruqay rˤaƛ’uruni.",,bełi-ƛ’	esyu-bi	b-ik’i-si	yoł-zay	eɣe-ni	esiw-z	baru-a	k’ori-n	b-odi-n	nazo-n	q’ˤida-n	r-iči-n	b-ac’-ƛ’oräy	Umukus-z	haqu-a	bašiqˤoy	šiši-n	k’ori	b-odi-ƛ’oräy	eɣe-ni	esiw-z	baru-qay	r-ˤaƛ’u-ru-ni,hunting-SUPER.ESS	brother-PL	I.PL-go-ATTR	be-SIM.CVB	young-DEF	brother-GEN2	wife-ERG	oatmeal-TOP	III-do-PFV.CVB	everyone.OBL-TOP	down-TOP	II.PL-sit-PFV.CVB	III-eat-SIM.CVB	Umukus-GEN2	mouth-IN.ESS	ring	get.stuck-PST.UNW	oatmeal	III-do-SIM.CVB	young-DEF	brother-GEN2	wife-POSS.ABL	IV-fall-PST.PRT-DEF,"When the brothers were going hunting, the youngest brother's wife made an oatmeal and when everyone sat down and ate, a ring that fell off the youngest brother's wife when she made the oatmeal, got stuck in Umukus' mouth.",stan1293,,19,n3-nsuf	n1-nsuf	pref-v-suf	v-vsuf	adj-suf	n1-nsuf	n2-nsuf	n3-suf	pref-v-vsuf	pron-suf	adv-suf	pref-v-vsuf	pref-v-vsuf	n2-nsuf	n2-nsuf	n4	v-vsuf	n3	pref-v-vsuf	adj-suf	n1-nsuf	n2-nsuf	pref-v-vsuf-suf,,"Когда братья были на охоте, жена младшего брата приготовила кори (продукт из толокна) и все сидя ели. В горле Умукуса застряло кольцо, которое упало жены младшего брата."
19-15,dido1241,Nełagon roɣno neła nełaz bašił erno.,,neła-a-gon	r-oɣ-n	neła-a	neła-z	baša-ł	er-n,DEM1.IISG.OBL-ERG-CNTR	IV-take.away-PFV.CVB	DEM1.IISG.OBL-ERG	DEM1.IISG.OBL-GEN2	finger-CONT.ESS	put-PST.UNW,She [Umukus] took it out and put it on her finger.,stan1293,,19,pron-nsuf-suf	pref-v-vsuf	pron-nsuf	pron-nsuf	n3-nsuf	v-vsuf,,Она взяла и одела на своем пальце.
19-16,dido1241,Ža bašiqˤoy nełar eɣeni esiya risäsi zown.,,ža	bašiqˤoy	neła-r	eɣe-ni	esyu-a	r-is-asi	zow-n,DEM1.SG	ring	DEM1.IISG.OBL-LAT	young-DEF	brother-ERG	IV-buy-RES.PRT	be.NPRS-PST.UNW,This ring was the one that the youngest brother bought her.,stan1293,,19,pron	n4	pron-nsuf	adj-suf	n1-nsuf	pref-v-vsuf	v-vsuf,,Это кольцо покупал ей младший брат.
19-17,dido1241,"Rišno łiynosi, p’es anusi baruza Umukus cugumä tełer zeruyałer kurno.",,r-iš-n	łiy-nosi	p’es	anu-si	baru-bi-a	Umukus	cugu-a	tełer	zeru-łer	kur-n,II.PL-eat-PFV.CVB	end-ANT.CVB	sound	be.NEG-ATTR	wife-PL-ERG	Umukus	barrel-IN.ESS	into	bouza-CONT.LAT	throw-PST.UNW,"After they finished eating, the wives silently threw Umukus into the bouza inside the barrel.",stan1293,,19,pref-v-vsuf	v-vsuf	n3	v-suf	n2-nsuf-nsuf	n2	n4-nsuf	adv	n3-nsuf	v-vsuf,,"После того как покушали, они, молча Умукуса бросили в бочку от бузы."
19-18,dido1241,"Bełiƛ’ bäk’izay esnabi baynosi, idu esiy Umukus yesunč’izaƛ’, baruzaq, nar ža yik’äƛin, esirno.",,bełi-ƛ’	b-ik’i-zay	esyu-bi	b-ay-nosi	idu	esyu	Umukus	y-esu-č’i-zaƛ’	baru-bi-q	nar	ža	y-ik’i-a-ƛin	esir-n,hunting-SUPER.ESS	I.PL-go-SIM.CVB	brother-PL	I.PL-come-ANT.CVB	home	sister	Umukus	II-have-NEG.FUT-CSL.CVB	wife-PL-POSS.ESS	where	DEM1.SG	II-go-PST.WIT.INT-QUOT	ask-PST.UNW,"When the brothers came back from hunting, their sister Umukus wasn't at home, so they asked their wives where she went.",stan1293,,19,n3-nsuf	pref-v-vsuf	n1-nsuf	pref-v-vsuf	adv	n2	n2	pref-v-vsuf-vsuf	n2-nsuf-nsuf	pron	pron	pref-v-vsuf-suf	v-vsuf,,"По возвращении братьев с охоты, когда они дома сестру Умукус не нашли, спросили у жен, куда мол она пошла."
19-19,dido1241,Nazon žeda sidä riłe eƛin:,,nasi-n	žedu-a	sida-a	r-iłe	eƛi-n,which-TOP	DEM1.IPL-ERG	one.OBL-ERG	II.PL-as	say-PST.UNW,So they said as if as one:,stan1293,,19,pron-suf	pron-nsuf	num-nsuf	pref-conj	v-vsuf,,"Все как одна сказали,"
19-20,dido1241,Buqbetaxtow maħor yaqzay soder t’ok’ow yukaynč’uƛin”.,,buqbeta-x-tow	maħor	y-oq-zay	soder	t’ok’ow	y-ukad-č’u-ƛin,sunset-AD.ESS-EMPH	outside	II-become-SIM.CVB	after	anymore	II-see-NEG.PST.WIT-QUOT,"""We didn't see her anymore, after she went outside at sunset.""",stan1293,,19,n3-nsuf-suf	adv	pref-v-vsuf	post	adv	pref-v-vsuf-suf,,"с тех пор как она  после обеда вышла на улицу, не видели мол."
19-21,dido1241,"Nar yedu yik’a yayxƛin, esnabi urɣelyozałer begäsi zown.",,nar	yedu	y-ik’i-a	y-ay-x-ƛin	esyu-bi	urɣel-bi-łer	b-egi-asi	zow-n,where	DEM2.IISG	II-go-INF	II-must-PRS-QUOT	brother-PL	sorrow-PL-CONT.LAT	I.PL-stand.still-RES.PRT	be.NPRS-PST.UNW,"""Where might she have gone to?"", the brothers got desperate.",stan1293,,19,pron	pron	pref-v-vsuf	pref-v-vsuf-suf	n1-nsuf	n3-nsuf-nsuf	pref-v-vsuf	v-vsuf,,"Братья впали в отчаяние, куда же она должна пойти мол."
19-22,dido1241,"Sida zamanałäy, eženi esiya eɣeni esiw zeru łek’ira egirno.",,sida	zaman-łay	eže-ni	esyu-a	eɣe-ni	esiw	zeru	łek’ir-a	egir-n,one.OBL	time-CONT.ABL	old-DEF	brother-ERG	young-DEF	brother	bouza	stir-INF	send-PST.UNW,"After a while, the eldest brother sent the youngest brother to stir the bouza.",stan1293,,19,num	n3-nsuf	adj-suf	n1-nsuf	adj-suf	n1	n3	v-vsuf	v-vsuf,,Через некоторое время старший брат отправил младшего брата мешать бузу.
19-23,dido1241,Łek’irełinč’uƛin xizor utin ayn.,,łek’ir-ł-č’u-ƛin	xizor	uti-n	ay-n,stir-POT-NEG.PST.WIT-QUOT	back	turn.back-PFV.CVB	come-PST.UNW,"He came back, saying: ""I couldn't stir it.""",stan1293,,19,v-vsuf-vsuf-suf	adv	v-vsuf	v-vsuf,,"Не смог смешать мол, вернулся обратно."
19-24,dido1241,"Šida ža debeq łek’irełxanuƛin, hoq’ˤot’ani esnabi bik’in.",,šida	ža	mi-q	łek’ir-ł-x-anu-ƛin	hoq’ˤo-t’a-ni	esyu-bi	b-ik’i-n,why	DEM1.SG	you-POSS.ESS	stir-POT-IPFV.CVB-NEG-QUOT	other-DISTR-DEF	brother-PL	I.PL-go-PST.UNW,"""Why can't you stir it?"", the other brothers went to him.",stan1293,,19,pron	pron	pron-nsuf	v-vsuf-vsuf-vsuf-suf	adj-suf-suf	n1-nsuf	pref-v-vsuf,,"Другие братья сходили, почему ты не можешь ее мешать мол."
19-25,dido1241,Žedun hemedurtow łek’irełinč’ey bayn.,,žedu-n	hemedur-tow	łek’ir-ł-č’ey	b-ay-n,DEM1.IPL.OBL-TOP	so-EMPH	stir-POT-NEG.PST.CVB	I.PL-come-PST.UNW,And so they also couldn't stir it and came back.,stan1293,,19,pron-suf	adv-suf	v-vsuf-vsuf	pref-v-vsuf,,Они тоже также не смогли перемешать и пришли.
19-26,dido1241,"Xizyogon eženi esiw ik’in, nesiqno šebin roqinč’izaƛ’, q’ˤim ƛ’iyoħor rutirno cugu kurno.",,xizyogon	eže-ni	esiw	ik’i-n	nesi-q-n	šebin	r-oq-č’i-zaƛ’	q’ˤim	ƛ’iyoħo-r	r-utir-n	cugu	kur-n,then	old-DEF	brother	go-PFV.CVB	DEM1.ISG.OBL-POSS.ESS-TOP	thing	IV-happen-NEG.FUT-CSL.CVB	head	down-LAT	IV-turn-PFV.CVB	barrel	throw-PST.UNW,"Then the eldest brother went and nothing happend, so he lowered his head and threw the barrel over.",stan1293,,19,adv	adj-suf	n1	v-vsuf	pron-nsuf-suf	n4	pref-v-vsuf-vsuf	n4	adv-nsuf	pref-v-vsuf	n4	v-vsuf,,"Потом еще пошел старший брат и когда он не смог что то делать, перевернули бочку."
19-27,dido1241,"Elo teł yexasi esiw yesunosi, yedu šebin šebi t’o idu roqxoƛin baruzaq esirzaƛ’, elar riyxosi šebin anuƛin, inkar bisno ričin.",,elo	teł	y-exu-asi	esiw	y-esu-nosi	yedu	šebin	šebi	t’o	idu	r-oq-x-ƛin	baru-bi-q	esir-zaƛ’	ele-ar	r-iy-xosi	šebin	anu-ƛin	inkar	b-is-n	r-iči-n,there	inside	II-die-RES.PRT	sister	II-find-ANT.CVB	DEM2.IISG	thing	what	here	home	IV-happen-PRS-QUOT	wife-PL-POSS.ESS	ask-CSL.CVB	here-IN.LAT	IV-know-PRS.PRT	thing	be.NEG-QUOT	rejection	III-take-PFV.CVB	II.PL-be-PST.UNW,"When they found their dead sister inside, and asked their wives: ""What happened here at home?"", they rejected: ""We don't know anything about this here.""",stan1293,,19,adv	post	pref-v-vsuf	n2	pref-v-vsuf	pron	n4	pron	adv	adv	pref-v-vsuf-suf	n2-nsuf-nsuf	v-vsuf	adv-nsuf	pref-v-vsuf	n4	v-suf	n3	pref-v-vsuf	pref-v-vsuf,,"Там внутри нашли мертвую сестру и когда спросили жен о том, что здесь дома происходит мол, те отказались, что мы ничего не знаем мол."
19-28,dido1241,"Neła quł sasaq esnaza Umukusno šušin, nełas šeƛ’u šudaƛ’ ƛ’iri eqerno.",,neła	qu-ł	sasaq	esyu-bi-a	Umukus-n	šuši-n	neła-s	šeƛ’u	šuda-ƛ’	ƛ’iri	eqer-n,DEM1.IISG.OBL	day-CONT.ESS	in.the.morning	brother-PL-ERG	Umukus-TOP	bury-PFV.CVB	DEM1.IISG.OBL-GEN1	clothing	graveyard-SUPER.ESS	above	put-PST.UNW,"The next morning, the brothers burried Umukus and put her clothes onto the grave",stan1293,,19,pron	n4-nsuf	adv	n1-nsuf-nsuf	n2-suf	v-vsuf	pron-nsuf	n4	n4-nsuf	adv	v-vsuf,,"На следующий день братья похоронили сестру, а ее одежду положили на могиле."
19-29,dido1241,Sida q’orolays mamalay zown ɣudes šudaƛ’orno bik’in akbar roɣxo bičixosi.,,sida	q’orolay-s	mamalay	zow-n	ɣudes	šuda-ƛ’or-n	b-ik’i-n	akbar	r-oɣ-x	b-iči-xosi,one.OBL	widow-GEN1	rooster	be.NPRS-PFV.CVB	daily	graveyard-SUPER.LAT-TOP	III-go-PFV.CVB	call.for.prayer	IV-take.away-IPFV.CVB	III-be-PRS.PRT,"A widow had a rooster, who went to the graveyard every day to crow.",stan1293,,19,num	n2-nsuf	n3	v-vsuf	adv	n4-nsuf-suf	pref-v-vsuf	n4	pref-v-vsuf	pref-v-vsuf,,У одной вдовы был петух ежедневно идущий на кладбище и кукарекающий.
19-30,dido1241,Nełaz k’onč’azax šudaƛ’osi šeƛ’u rutix zown.,,neła-z	k’onč’u-bi-x	šuda-ƛ’-si	šeƛ’u	r-uti-x	zow-n,DEM1.IISG.OBL-GEN2	foot-PL-AD.ESS	graveyard-SUPER.ESS-ATTR	clothing	IV-turn.back-IPFV.CVB	be.NPRS-PST.UNW,It came back with the clothes from the grave around its feet.,stan1293,,19,pron-nsuf	n2-nsuf-nsuf	n4-nsuf-suf	n4	pref-v-vsuf	v-vsuf,,На ее ноге завертывалась одежда.
19-31,dido1241,Nełƛ’o ža bežigon q’oq’oƛix zown.,,nełƛ’o	ža	b-eži-gon	q’oq’oƛi-x	zow-n,then	DEM1.SG	III-more-CNTR	crow-IPFV.CVB	be.NPRS-PST.UNW,Then it crowed even more.,stan1293,,19,adv	pron	pref-adv-suf	v-vsuf	v-vsuf,,Тогда он еще более кукарекала.
19-32,dido1241,"Šebey roqsiƛin, q’orolayä šudaƛ’orno yik’in mamalayz k’onč’azaqay šeƛ’u roɣxo zown.",,šebi-ey	r-oq-s-ƛin	q’orolay-a	šuda-ƛ’or-n	y-ik’i-n	mamalay-z	k’onč’u-bi-qay	šeƛ’u	r-oɣ-x	zow-n,what-DUB	IV-happen-PST.WIT-QUOT	widow-ERG	graveyard-SUPER.LAT-TOP	II-go-PFV.CVB	rooster-GEN2	foot-PL-POSS.ABL	clothing	IV-take.away-IPFV.CVB	be.NPRS-PST.UNW,"""What happened?"", the widow said and went to the grave and took the clothings from the rooster's feet.",stan1293,,19,pron-suf	pref-v-vsuf-suf	n2-nsuf	n4-nsuf-suf	pref-v-vsuf	n3-nsuf	n2-nsuf-nsuf	n4	pref-v-vsuf	v-vsuf,,"Вдова пошла на кладбище, что же мол случилось и убрала с ног петуха одежду."
19-33,dido1241,"Nełaƛ’no mamalay q’oq’oƛixosin, akbar roɣxosin bičinč’izaƛ’, šudno rič’in tełer yezunosi, elo yiłar bercinaw kid yesun.",,nełƛ’o-n	mamalay	q’oq’oƛi-xosi-n	akbar	r-oɣ-xosi-n	b-iči-č’i-zaƛ’	šud-n	r-ič’i-n	tełer	y-ezu-nosi	elo	yiła-r	bercinaw	kid	y-esu-n,then-TOP	rooster	crow-PRS.PRT-and	call.for.prayer	IV-take.away-PRS.PRT-TOP	III-cease-NEG.FUT-CSL.CVB	grave-TOP	IV-dig-PFV.CVB	into	II-look-ANT.CVB	there	DEM2.IISG.OBL-LAT	beautiful	girl	II-find-PST.UNW,"Then the rooster still didn't stop crowing and cackling, so she dug out the grave, looked inside and found a beautiful girl.",stan1293,,19,adv-suf	n3	v-vsuf-suf	n4	pref-v-vsuf-suf	pref-v-vsuf-vsuf	n4-suf	pref-v-vsuf	adv	pref-v-vsuf	adv	pron-nsuf	adj	n2	pref-v-vsuf,,"Тогда тоже петух не перестал кукарекать и кудахтать и когда она раскопала могилу и посмотрела, там на нашла красивую девушку."
19-34,dido1241,Idurno yižin yiła yedu kid yig yiƛi-šeƛ’urno.,,idu-r-n	y-iži-n	yiła-a	yedu	kid	y-ig	y-iƛi-šeƛ’ur-n,home-LAT-TOP	II-carry-PFV.CVB	DEM2.IISG.OBL-ERG	DEM2.IISG	girl	II-good	II-dress.up-PST.UNW,So she carried the girl home and dressed her up neatly.,stan1293,,19,adv-nsuf-suf	pref-v-vsuf	pron-nsuf	pron	n2	pref-adv	pref-v-vsuf,,Она забрала эту девушку домой и хорошо одела.
19-35,dido1241,Q’orolaz maduhalłiq sis baru anusi žek’u ičix zown.,,q’orol-z	maduhalłi-q	sis	baru	anu-si	žek’u	iči-x	zow-n,widow-GEN2	neighbourhood-POSS.ESS	one	wife	be.NEG-ATTR	man	be-IPFV.CVB	be.NPRS-PST.UNW,In the widow's neighbourhood there was an unmarried man.,stan1293,,19,n2-nsuf	n4-nsuf	num	n2	v-suf	n1	v-vsuf	v-vsuf,,В соседстве с вдовой жил один мужчина без жены.
19-36,dido1241,Nesiderno yik’in yiła eƛin:,,nesi-der-n	y-ik’i-n	yiła-a	eƛi-n,DEM1.ISG.OBL-APUD.LAT-TOP	II-go-PFV.CVB	DEM2.IISG.OBL-ERG	say-PST.UNW,She went to him and said:,stan1293,,19,pron-nsuf-suf	pref-v-vsuf	pron-nsuf	v-vsuf,,"Она пошла к нему домой и сказала,"
19-37,dido1241,"Däde idu bercinaw kid yoł, deber retinäy mi ža barułun yižoƛin”.",,di-de	idu	bercinaw	kid	yoł	mi-r	r-eti-näy	mi	ža	baru-łun	y-iži-o-ƛin,me-APUD.ESS	home	beautiful	girl	be	you-LAT	IV-want-CND.CVB	you	DEM1.SG	wife-LHUN	II-take.out-IMPR-QUOT,"""There's a beautiful girl at my home; if you want, take her as a wife.""",stan1293,,19,pron-nsuf	adv	adj	n2	v	pron-nsuf	pref-v-vsuf	pron	pron	n2-nsuf	pref-v-vsuf-suf,,"у меня дома находится красивая девушка, если ты хочешь возьми ее в жены."
19-38,dido1241,"Q’orolaz idu kid yałrułi esnazar čuqˤnosi, žedu nełdäɣor bezanixƛin bik’in.",,q’orol-z	idu	kid	yoł-rułi	esyu-bi-r	čuqˤ-nosi	žedu	neła-däɣor	b-ezu-ani-x-ƛin	b-ik’i-n,widow-GEN2	home	girl	be-MSD	brother-PL-LAT	turn.out-ANT.CVB	DEM1.IPL.OBL	DEM1.IISG.OBL-APUD.VERS	I.PL-look-MSD-AD.ESS-QUOT	I.PL-go-PST.UNW,"After it became clear to the brothers that the girl was at the widow's house, they went to see her.",stan1293,,19,n2-nsuf	adv	n2	v-vsuf	n1-nsuf-nsuf	v-vsuf	pron	pron-nsuf	pref-v-deriv-nsuf-suf	pref-v-vsuf,,"Братья почуяли, что дома у вдовы живет девушка и они пошли посмотреть."
19-39,dido1241,"Nełde idur baynosi, šakno oqno eɣeni esiya kidbeq ħaƛanix łi esiro.",,neła-de	idu-r	b-ay-nosi	šak-n	oq-n	eɣe-ni	esyu-a	kid-q	ħaƛu-ani-x	łi	esir-o,DEM1.IISG.OBL-APUD.ESS	home-LAT	I.PL-come-ANT.CVB	suspicion-TOP	become-PFV.CVB	young-DEF	brother-ERG	girl-POSS.ESS	drink-MSD-AD.ESS	water	ask-IMPR,"When they came to the house where she was, the youngest brother became suspicious and asked the girl if she wanted to drink some water.",stan1293,,19,pron-nsuf	adv-nsuf	pref-v-vsuf	n3-suf	v-vsuf	adj-suf	n1-nsuf	n2-nsuf	v-deriv-nsuf	n4	v-vsuf,,Пришли домой к ней и подозревая младший брат попросил девушки пить воду.
19-40,dido1241,"Keč’oz reƛ’id neła neƛƛ’oräy, eɣeni esiya kut’yozod neƛƛin eƛin.",,keč’o-z	reƛ’a-d	neła-a	neƛ-ƛ’oräy	eɣe-ni	esyu-a	kut’yo-zo-d	neƛ-ƛin	eƛi-n,left.side-GEN2	hand-INSTR	DEM1.IISG.OBL-ERG	give-SIM.CVB	young-DEF	brother-ERG	right.side-ATTR.OBL-INSTR	give-QUOT	say-PST.UNW,"When she stretched out her left hand, the younger brother said: ""Give me your right hand.""",stan1293,,19,n-nsuf	n4-nsuf	pron-nsuf	v-vsuf	adj-suf	n1-nsuf	n-suf-nsuf	v-suf	v-vsuf,,"Она подавала левой рукой, а младший брат попросил подать правой рукой."
19-41,dido1241,"Łi teƛƛ’oräy, kidbez bašił nesir nesätow barur sayɣat radiruni bašiqˤoy rukayn.",,łi	teƛ-ƛ’oräy	kid-z	baša-ł	nesi-r	nesi-a-tow	baru-r	sayɣat	r-odi-ru-ni	bašiqˤoy	r-ukad-n,water	give-SIM.CVB	girl-GEN2	finger-CONT.ESS	DEM1.ISG.OBL-LAT	DEM1.ISG.OBL-ERG-EMPH	wife-LAT	present	IV-do-PST.PRT-DEF	ring	IV-see-PST.UNW,"When he gave her the water, he saw on the girl's finger the ring that he himself had given to his wife as a present.",stan1293,,19,n4	v-vsuf	n2-nsuf	n3-nsuf	pron-nsuf	pron-nsuf-suf	n2-nsuf	n3	pref-v-vsuf-suf	n4	pref-v-vsuf,,"Когда подавала воду, на пальце девушки он увидел кольцо, подаренное им же жене."
19-42,dido1241,"Žedur žedu esnabi yałru biynosi, Umukusä nesiq kinaw raqru łinałäy esin.",,žedu-r	žedu	esyu-bi	yoł-ru	b-iy-nosi	Umukus-a	nesi-q	kinaw	r-oq-ru	łina-łay	esi-n,DEM1.IPL.OBL-LAT	DEM1.IPL.OBL	brother-PL	be-PST.PRT	I.PL-know-ANT.CVB	Umukus-ERG	DEM1.ISG.OBL-POSS.ESS	entire	IV-happen-PST.PRT	what.OBL-CONT.ABL	tell-PST.UNW,"When they knew they were brother and sister, Umukus told him about everything that happened.",stan1293,,19,pron-nsuf	pron	n1-nsuf	v-vsuf	pref-v-vsuf	n2-nsuf	pron-nsuf	adj	pref-v-vsuf	pron-nsuf	v-vsuf,,"Когда узнали друг друга, что они брат и сестра, Умукус рассказала ему обо всем произошедшем."
19-43,dido1241,"Elay idurno bik’in, esnaza nasin barubi guluz maħizaqorno ricin raƛ’no xecirno roxirno.",,ele-ay	idu-r-n	b-ik’i-n	esyu-bi-a	nasin	baru-bi	gulu-z	maħi-bi-qor-n	r-ici-n	raƛ’-n	xeci-r-n	r-oxir-n,there-IN.ABL	home-LAT-TOP	I.PL-go-PFV.CVB	brother-PL-ERG	all	wife-PL	horse-GEN2	tail-PL-POSS.LAT-TOP	II.PL-tie-PFV.CVB	land-TOP	leave-CAUS-PFV.CVB	II.PL-chase-PST.UNW,"The brothers went home, tied all their wives onto their horses' tails and chased them out of the country.",stan1293,,19,adv-nsuf	adv-nsuf-suf	pref-v-vsuf	n1-nsuf-nsuf	adj	n2-nsuf	n3-nsuf	n4-nsuf-nsuf-suf	pref-v-vsuf	n4-suf	v-vsuf-vsuf	pref-v-vsuf,,"Оттуда пошли домой, братья привязали всех жен к хвосту коней и прогнали напрочь."
19-44,dido1241,"Xizyo q’orolaz maduhalxo žeda beže bertenno boyn sistow sis yałruni esiwn yegirno, žedan q’ˤuya ʕaƛozałäy barubin rown paraxat bičin.",,xizyo	q’orol-z	maduhal-x	žedu-a	b-eže	berten-n	b-odi-n	sis-tow	sis	yoł-ru-ni	esiw-n	y-egir-n	žeda-a-n	q’ˤuya	ʕaƛ-za-łay	baru-bi-n	r-ow-n	paraxat	b-iči-n,after	widow-GEN2	neighbor-AD.ESS	DEM1.IPL-ERG	III-big	marriage-TOP	III-do-PFV.CVB	one-EMPH	one	be-PST.PRT-DEF	sister-TOP	II-send-PFV.CVB	DEM1.IIPL.OBL-ERG-TOP	other	village-DIST-CONT.ABL	wife-PL-TOP	II.PL-marry-PFV.CVB	calm	I.PL-be-PST.UNW,"Afterwards they sent their only sister to a big marriage at the widow's neighbor, and also they married wives from other villages and lived happily ever after.",stan1293,,19,adv	n2-nsuf	n1-nsuf	pron-nsuf	pref-adj	n3-suf	pref-v-vsuf	num-suf	num	v-vsuf-suf	n2-suf	pref-v-vsuf	pron-nsuf-suf	adj	n3-nsuf-nsuf	n2-nsuf-suf	pref-v-vsuf	n3	pref-v-vsuf,,"Потом они сыграли большую свадьбу и выдали одну единственную сестру за соседа вдовы, они тоже взяли жены из разных сел и жили спокойно."
19-45,dido1241,"K’uruč’ k’eč’ ɣudi rocu, buq bay.",,k’uruč’	k’eč’	ɣudi	r-ocu	buq	b-ay,Kuruch	pearl	day	IV-become.clean	sun	III-come,All's well that ends well.,stan1293,,19,n	n4	n4	pref-v	n3	pref-v,,"Куруч, бусина пусть день проясняется и солнце восходит!"
20-1,dido1241,Sis zown eniwn nełasgon łˤono kidno.,,sis	zow-n	eniw-n	neła-s-gon	łˤono	kid-n,one	be.NPRS-PST.UNW	mother-TOP	DEM1.IISG.OBL-GEN1-CNTR	three	daughter-TOP,Once there was a mother who had three daughters.,stan1293,,20,num	v-vsuf	n2-suf	pron-nsuf-suf	num	n2-suf,,Была одна мать и ее трое дочерей.
20-2,dido1241,Sidaquł žedu ciqaɣor qaciƛ’or rik’in.,,sidaquł	žedu	ciq-aɣor	qaci-ƛ’or	r-ik’i-n,one.day	DEM1.IPL.OBL	forest-IN.VERS	firewood-SUPER.LAT	II.PL-go-PST.UNW,One day they went into the forest to get firewood.,stan1293,,20,adv	pron	n4-nsuf	n4-nsuf	pref-v-vsuf,,В один день они пошли в лес за дровами.
20-3,dido1241,"Neširaɣor qacis muɣbin rown nexƛ’oräy, där muɣ boq’ˤiłxoƛin eniya eƛinosi, sis rečiwsi riłe qaca tełäy roɣno q’ˤidar kuroƛin, kidbaza eƛin.",,neširu-aɣor	qaci-s	muɣ-bi-n	r-ow-n	nex-ƛ’oräy	di-r	muɣ	b-oq’ˤił-x-ƛin	eni-a	eƛi-nosi	sis	r-ečiw-si	r-iłe	qaca	teł-ay	r-oɣ-n	q’ˤida-r	kur-o-ƛin	kid-bi	eƛi-n,at.night-IN.VERS	firewood-GEN1	bundle-PL-TOP	III.PL-bring-PFV.CVB	come-SIM.CVB	me-LAT	bundle	III-be.heavy-PRS-QUOT	mother-ERG	say-ANT.CVB	one	IV-thick-ATTR	IV-as	firewood	inside-IN.ABL	IV-take.away-PFV.CVB	down-LAT	throw-IMPR-QUOT	daughter-PL	say-PST.UNW,"When they were coming back with a bundle of firewood in the evening and the mother said: ""The bundle is too heavy for me"", the daughters said: ""Take a thick bunch of firewood and throw it out.""",stan1293,,20,adv-nsuf	n4-nsuf	n3-nsuf-suf	pref-v-vsuf	v-vsuf	pron-nsuf	n3	pref-v-vsuf-suf	n2-nsuf	v-vsuf	num	pref-adj-suf	pref-conj	n4	post-nsuf	pref-v-vsuf	adv-nsuf	v-vsuf-suf	n2-nsuf	v-vsuf,,"К вечеру с охапками дров они возвращались и когда мать сказала, что ей тяжело тащить охапку, дочери сказали, что вытащи мол из охапки один толстый дров и выкинь."
20-4,dido1241,"Q’ˤida muɣno hiƛirno, neła ža hič’č’a rečiwsi riqirno qaca q’ˤidar karun, nełłäy bikorin boqno, bet’unč’ey žedałtow xizay nexxo zown.",,q’ˤida	muɣ-n	hiƛir-n	neła-a	ža	hič’č’a	r-ečiw-si	r-iqir-n	qaca	q’ˤida-r	kur-run	neła-łay	bikori-n	b-oq-n	b-et’u-č’ey	žeda-ł-tow	xizay	nex-x	zow-n,down	bundle-TOP	place.comfortably-PFV.CVB	DEM1.IISG.OBL-ERG	DEM1.SG	the.most	IV-thick-ATTR	IV-take.away-PFV.CVB	firewood	down-LAT	throw-IMM.ANT.CVB	DEM1.IISG.OBL-CONT.ABL	snake-TOP	III-become-PFV.CVB	III-stay.behind-NEG.PST.CVB	DEM1.IIPL.OBL-CONT.ESS-EMPH	behind	come-IPFV.CVB	be.NPRS-PST.UNW,"She put the bundle down, and the thickest piece of firewood that she threw down, turned into a snake, which didn't stay behind, but followed them.",stan1293,,20,adv	n3-suf	v-vsuf	pron-nsuf	pron	adv	pref-adj-suf	pref-v-vsuf	n4	adv-nsuf	v-vsuf	pron-nsuf	n3-suf	pref-v-vsuf	pref-v-vsuf	pron-nsuf-suf	post	v-vsuf	v-vsuf,,"Поставив на землю охапку, она вытащила самый толстый дров и выбросила, он превратился в змею и не отстав шла за ними."
